gpu_name,each_gpu_memory,gpu_count,batch_size,epoch,train_loss,train_acc,val_loss,val_acc,epoch_train_time,train_throughput,gpu_util,mem_util
Tesla P100-PCIE-12GB,12194MB,2,64,1,0.6609558702441432,0.8165983606557377,0.36907082483708153,0.8894034458719251,7.6078972816467285,24631.247381857265,17.5,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,2,0.3125984014795655,0.904019381830601,0.2952507404131358,0.9107160641370381,7.441919326782227,25180.600833122102,17.5,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,3,0.25548059602466516,0.9195163080601093,0.27203383462568664,0.9196793148092819,7.196149587631226,26040.592641666346,17.5,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,4,0.2263550319138894,0.9267418032786885,0.25744867825986567,0.9192809481127378,8.894576787948608,21068.118750056794,15.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,5,0.20229265758452195,0.9335617315573771,0.24743041181846892,0.9208246190618464,7.236459255218506,25895.537222138573,18.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,6,0.18600160763166396,0.9368169398907104,0.23557735319311382,0.9293397072004781,7.107455492019653,26365.553778058304,18.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,7,0.17085110642591014,0.9420893101092896,0.240655733188029,0.9279454237625735,7.112375497817993,26347.31533191548,18.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,8,0.15600887360178503,0.9461022882513661,0.23297175352476754,0.9307837864754507,7.166861057281494,26147.011711579184,17.5,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,9,0.1446393655137225,0.9493148053278688,0.2352734091714397,0.931729907379743,8.512363910675049,22014.09643271929,15.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,10,0.13597299242099553,0.9523352117486339,0.23895083464954422,0.9312817448461309,7.15718936920166,26182.344819095153,17.5,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,11,0.12829422379737018,0.9541068989071039,0.23927368779288571,0.9337217408624638,7.159256935119629,26174.78345842727,18.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,2,64,12,0.12063896093807626,0.9565403005464481,0.25154948583082926,0.9300368489194303,7.165584087371826,26151.671338313907,17.5,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,3,64,1,0.7257481530217118,0.8062403944672131,0.37292730477022207,0.8933373170002987,6.084379434585571,30798.868153225874,17.333333333333332,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,2,0.3263908652741401,0.9022957223360656,0.3022535122577062,0.9108156558111742,4.939431667327881,37937.96789203782,18.0,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,3,0.27469891529973045,0.9148629610655737,0.28398776576167833,0.9124589184344188,5.765854597091675,32500.299278188777,16.333333333333332,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,4,0.24510271594951266,0.9224193135245902,0.28187285454942107,0.910442187033164,5.18333888053894,36152.75873695447,16.333333333333332,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,5,0.22060626479568052,0.9306800717213115,0.27110934316274976,0.9132805497460412,4.785578966140747,39157.64452448671,17.666666666666668,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,6,0.2053780755673184,0.9323930584016393,0.23557780703965464,0.9279952195996415,4.77200174331665,39269.055226655946,18.0,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,7,0.19286470581418605,0.9360271516393442,0.23554272269860715,0.9270988945324171,4.769312143325806,39291.20056908775,17.666666666666668,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,8,0.1770133925563671,0.9409259733606558,0.23942007736141802,0.9241858380639378,4.747915267944336,39468.269635134726,17.666666666666668,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,9,0.16622012693503657,0.9432313012295082,0.22709567963738636,0.9290409321780699,4.734137773513794,39583.1319165249,18.0,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,10,0.15460889028255506,0.9473296618852459,0.22031612121278862,0.9323274574245594,4.73754620552063,39554.653795594306,18.0,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,11,0.14665331798567452,0.9494268698770492,0.22852720615398645,0.9321780699133553,4.75862455368042,39379.44628455025,18.0,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,3,64,12,0.13634943686326448,0.9516521516393442,0.22641243151418836,0.9329250074693756,5.034849405288696,37218.98807999303,17.333333333333332,4.430135091145833
Tesla P100-PCIE-12GB,12194MB,4,64,1,0.8039391374653154,0.7860314207650273,0.4311502893694534,0.8692361318593765,4.437519550323486,42228.99705001626,16.25,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,2,0.35923112043347516,0.8928876366120219,0.3193829764575197,0.9113634100189224,3.7732443809509277,49663.36157446916,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,3,0.2895915237932257,0.9114583333333334,0.2899637507372507,0.9129568768050991,3.767591953277588,49737.8703224429,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,4,0.24983828725507023,0.9223232581967213,0.2648517311379178,0.9204262523653023,3.925180673599243,47740.9871245923,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,5,0.22413182432656406,0.9292178961748634,0.2630675446760392,0.9209242107359825,3.7254252433776855,50300.83487330955,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,6,0.21025863186776883,0.931245730874317,0.23664285028114962,0.9300866447564984,3.70107102394104,50631.83029664152,17.25,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,7,0.19049982900624393,0.9375,0.23872958523630444,0.9313813365202669,3.6868655681610107,50826.914227162924,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,8,0.1813408875624176,0.93927168715847,0.23345759445696568,0.9286923613185938,3.6880428791046143,50810.689068098676,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,9,0.1656151600690976,0.9432419740437158,0.22100697684698806,0.9353650034857086,3.683429718017578,50874.324840071706,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,10,0.15902300344912407,0.9453978825136612,0.22535504650344246,0.9320784782392192,3.6712043285369873,51043.740209000476,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,11,0.15146177337133412,0.9481728142076503,0.22004665187862857,0.9330743949805796,3.689638137817383,50788.720465376675,17.25,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,4,64,12,0.14631477667303766,0.9488558743169399,0.21592581023253146,0.9354645951598446,3.681246519088745,50904.49635152035,17.0,4.430135250091553
Tesla P100-PCIE-12GB,12194MB,1,128,1,0.7086895638961973,0.8062286876103976,0.37518732780871694,0.8906483417986256,10.996858835220337,17040.41152186395,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,2,0.33036818292529635,0.9001606267109946,0.32163470613090966,0.9037944427845832,10.640002012252808,17611.932759430343,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,3,0.27578885774940404,0.914227470903085,0.280192778091746,0.9158948311921123,10.641498327255249,17609.45632252273,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,4,0.24417126434538453,0.9225843290232721,0.2659025060686501,0.9183099292899114,10.614716291427612,17653.886816676953,17.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,5,0.22081300868657924,0.929020070334221,0.25195601098881265,0.9199033960760881,10.628926038742065,17630.285441536267,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,6,0.20225482356034075,0.9332145087010583,0.24152068339511581,0.9265760382432029,10.601040840148926,17676.660511513273,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,7,0.18726459867829753,0.9372275082581341,0.25098888753372506,0.9251817548052983,10.62385869026184,17638.694702497163,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,8,0.17345714054134143,0.9416994412751947,0.2275626317754398,0.9313315406831989,10.59089183807373,17693.599638732845,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,9,0.1627739990134013,0.9438286790721006,0.23184359831237042,0.9307339906383826,10.612216472625732,17658.045374722242,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,10,0.15129928244253732,0.9476975948684836,0.2266777066352322,0.9331490887361816,10.592705011367798,17690.570991913508,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,11,0.14362303600694193,0.950109663751194,0.23710038559617969,0.931705009461209,10.593196868896484,17689.749592987686,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,1,128,12,0.13536754715418867,0.951945397591133,0.23185442201218132,0.9335225575141918,10.602919816970825,17673.527974819317,16.0,6.822713375091553
Tesla P100-PCIE-12GB,12194MB,2,128,1,0.8002990269677235,0.7868639002732241,0.4319324732515373,0.872472861268798,5.710689306259155,32814.252352095304,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,2,0.3556727217154099,0.892791581284153,0.3352616500146906,0.8986654715665771,5.63544225692749,33252.40353046725,16.0,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,3,0.2885594108432043,0.9112448770491803,0.30626703367066116,0.9070809680310726,6.690550804138184,28008.456326808828,14.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,4,0.2556754283281298,0.9198791837431693,0.2674366630188629,0.9191315606015337,5.3786303997039795,34840.09609775629,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,5,0.22963947587000216,0.9265603654371585,0.2658809922259353,0.9184344188825814,5.394073247909546,34740.351379659725,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,6,0.21236191373420218,0.9306693989071039,0.24270638848440948,0.926949507021213,5.3729918003082275,34876.6584734505,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,7,0.19788030177721236,0.9357923497267759,0.24966909811561083,0.9250074693755602,5.396483898162842,34724.83260142683,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,8,0.18306463060625752,0.938535262978142,0.23727275909756346,0.9267005278358729,5.384905099868774,34799.49906722898,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,9,0.17152005235048753,0.9420893101092896,0.22269170640557545,0.9334727616771238,5.382254600524902,34816.636132695145,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,10,0.1629439383755372,0.9454299009562842,0.23647919101326154,0.9301862364306344,5.388305425643921,34777.53861319137,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,11,0.1533384424853113,0.9471268784153005,0.22944828521242513,0.9321780699133553,5.386477947235107,34789.33764059849,16.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,2,128,12,0.14416707173763402,0.9498377732240437,0.23351279687340096,0.9294392988746141,6.671517848968506,28088.36073622631,14.5,4.869588375091553
Tesla P100-PCIE-12GB,12194MB,3,128,1,0.970099462226766,0.7478547643442623,0.49527472650288895,0.8564386017328951,4.407421112060547,42517.38039898596,15.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,2,0.4136907420136401,0.8754162397540983,0.38444239915325495,0.877502240812668,3.5766308307647705,52393.44200361071,17.333333333333332,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,3,0.3290964321340205,0.8983574538934426,0.32089065148433643,0.9089483119211234,4.031808137893677,46478.402143882406,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,4,0.2893474281414366,0.9109407018442623,0.29809346445147444,0.9108903495667762,3.6675593852996826,51094.46918599462,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,5,0.25932773976724166,0.9199058657786885,0.2968080997609508,0.9087242306543173,3.620573043823242,51757.55266688898,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,6,0.24438927377589414,0.9227875256147541,0.27109030498153314,0.9186585001493875,3.610278844833374,51905.13200058616,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,7,0.22961618287152932,0.9268698770491803,0.27231523639449867,0.9200776815058261,3.618617057800293,51785.52939058796,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,8,0.21667698818090997,0.9314164959016393,0.2613100925371972,0.922169106662683,3.610175132751465,51906.62311641949,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,9,0.20692468153648688,0.9325851690573771,0.24764545072200655,0.9232895129967135,3.6126279830932617,51871.38030181238,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,10,0.19345292977255876,0.9362832991803278,0.24798474610208004,0.9272482820436212,3.6118357181549072,51882.75841508331,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,11,0.18780081839010607,0.9376440829918032,0.25271706198502697,0.9227666567074992,3.63071608543396,51612.95887381457,17.0,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,3,128,12,0.17847626476136388,0.9402856045081968,0.24271789350757536,0.929190319689274,3.6417317390441895,51456.83796280475,16.666666666666668,4.869588216145833
Tesla P100-PCIE-12GB,12194MB,4,128,1,1.0029950405730577,0.7461577868852459,0.5159379225448716,0.8549945224579225,4.425745248794556,42341.34354006032,14.25,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,2,0.41320892024398503,0.8808913934426229,0.370617252358544,0.8995120007967334,2.766929864883423,67725.60532823454,16.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,3,0.32974889805245267,0.9034750683060109,0.31773747168514743,0.9118613683896026,3.0698659420013428,61042.4049585153,16.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,4,0.28561682681568334,0.9145107581967213,0.30296726590572465,0.9140523852205955,2.830960750579834,66193.78243291384,16.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,5,0.2577772767084544,0.9204661885245902,0.29009389507201855,0.910467084951698,2.791043281555176,67140.48515062251,16.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,6,0.24488357012796272,0.9235613046448088,0.2655847426275727,0.9243103276566079,2.814648389816284,66577.4100516446,16.25,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,7,0.2258672837188335,0.9287909836065574,0.2701374954133024,0.9213225774325267,2.8313026428222656,66185.78924265268,16.75,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,8,0.2147852455576261,0.9316512978142076,0.2614018604991897,0.922218902499751,3.4413256645202637,54453.43401584845,15.25,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,9,0.20331115546366557,0.9344262295081968,0.23937871730751445,0.9301862364306344,2.8328239917755127,66150.24461246157,16.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,10,0.19409351908891906,0.9361979166666666,0.24375584583550308,0.9307837864754507,3.453594446182251,54259.98996701857,15.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,11,0.18644257772286407,0.9386740095628415,0.23977901709173532,0.9287919529927298,3.0023300647735596,62415.52259649154,16.5,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,4,128,12,0.17947183011985215,0.9410220286885246,0.2313865368263665,0.9309829698237228,3.431880474090576,54603.3002648956,15.25,4.8288984298706055
Tesla P100-PCIE-12GB,12194MB,1,256,1,0.8247340217645965,0.7820119429428307,0.4164940868552113,0.8767055074195798,9.310485601425171,20126.87716001792,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,2,0.35211584050017264,0.895613983595797,0.3214734483852696,0.9066079075789264,8.957348108291626,20920.365909027936,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,3,0.2920238938347177,0.9107107598550624,0.295048477571688,0.912707897619759,8.977612257003784,20873.144733312467,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,4,0.25952602751393744,0.9205351377600846,0.2742754001325849,0.9180111542675032,8.976714849472046,20875.231434027468,15.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,5,0.2373240887139864,0.9258822462124648,0.26065672641255894,0.9219201274773429,8.967183351516724,20897.420366486025,15.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,6,0.21936929028086094,0.9302421140823198,0.24932488723409543,0.9265013444876008,8.982006788253784,20862.93235104882,15.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,7,0.20602457179933228,0.9334279661243069,0.24586196653800899,0.9266009361617369,9.12231159210205,20542.052100285644,15.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,8,0.19224944879773181,0.9368059298472179,0.2482543560467492,0.9204511502838363,8.99095106124878,20842.17773219341,15.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,9,0.18235387704899217,0.9394367925887582,0.2271743331157571,0.9314311323573349,8.975146055221558,20878.880281951482,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,10,0.17209092392878877,0.9418702072137937,0.230478668437573,0.9289911363410019,8.971009254455566,20888.508158313387,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,11,0.1647853839488305,0.9439674263972122,0.2283679011356972,0.931605417787073,8.97805643081665,20872.112070580377,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,1,256,12,0.15503032932959138,0.9469718396294379,0.2256263505146924,0.931605417787073,8.975382804870605,20878.329545822813,16.0,7.831827640533447
Tesla P100-PCIE-12GB,12194MB,2,256,1,1.091702721890856,0.7227629781420765,0.5284703089093654,0.8501643262623245,5.19536566734314,36069.06847344789,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,2,0.4389638401608649,0.872374487704918,0.4002362707496793,0.8856687580918235,5.335683584213257,35120.523367322356,14.5,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,3,0.345467100622224,0.8983414446721312,0.34166750723521866,0.9030973010656309,4.725771427154541,39653.20855833935,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,4,0.3057450042233441,0.9087474385245902,0.31764737610951826,0.9098197390698137,5.08156156539917,36876.85322479801,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,5,0.27654495558452086,0.9170402151639344,0.30977631997758204,0.9067821930086645,4.787252426147461,39143.95634884113,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,6,0.25974353358068103,0.919494962431694,0.28525097621423934,0.9179364605119013,5.057291269302368,37053.82783417375,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,7,0.243488396166778,0.9255357752732241,0.28012735301274583,0.9165919729110646,4.730259895324707,39615.582261180716,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,8,0.22919766181479387,0.9291111680327869,0.2726105160624629,0.9204760482023703,5.04877781867981,37116.309477250994,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,9,0.22050540283566616,0.9307014173497268,0.25401960203650226,0.9270988945324171,4.72301173210144,39676.37825803631,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,10,0.2120814586638427,0.9323450307377049,0.2561119375339531,0.9259037944427846,5.023585796356201,37302.43845659461,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,11,0.20250447365185603,0.9345009392076503,0.2563769399330277,0.9231650234040434,4.765421390533447,39323.28007178041,14.5,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,2,256,12,0.19419712341222606,0.9366781933060109,0.25110735155745173,0.9256548152574445,4.972213506698608,37687.84259717406,15.0,5.5938720703125
Tesla P100-PCIE-12GB,12194MB,3,256,1,1.1600316466122378,0.7121542008196722,0.5645327287750312,0.8472512697938452,3.732647657394409,50203.50625079084,15.333333333333334,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,2,0.4598829445780301,0.871766137295082,0.40275467174032537,0.8875858978189424,3.1552348136901855,59390.82542666193,15.666666666666666,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,3,0.36405757374939374,0.8941630379098361,0.35178865695804634,0.9031221989841649,3.554027557373047,52726.65925486252,15.333333333333334,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,4,0.31617857247102454,0.9074827100409836,0.3238210671956695,0.9070062742754705,3.5640220642089844,52578.79907137743,15.333333333333334,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,5,0.28968292181609107,0.9136302510245902,0.30715611383813085,0.9081266806095011,3.1405375003814697,59668.76688377011,15.666666666666666,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,6,0.2711901178003335,0.9174244364754098,0.2871062079356042,0.917538093815357,3.406336784362793,55012.76352363218,15.333333333333334,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,7,0.2545276932174065,0.9219550461065574,0.2807088918496432,0.9185838063937855,3.169682741165161,59120.11242207652,15.666666666666666,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,8,0.24326849307437412,0.9251248719262295,0.28982657123349265,0.9082013743651031,3.1606926918029785,59288.26946257294,16.0,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,9,0.23202414804550467,0.9263896004098361,0.26050711501738116,0.9235882880191216,3.4029855728149414,55066.939306765795,15.333333333333334,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,10,0.22062461444588957,0.9298155737704918,0.263211976548683,0.9223931879294891,3.147538185119629,59536.052933660525,15.333333333333334,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,11,0.21023434089099774,0.9327452612704918,0.25850895368629045,0.9199282939946221,3.4542486667633057,54249.71334666237,16.0,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,3,256,12,0.2007376198946941,0.9353387551229508,0.2625175886788865,0.9223184941738871,3.413764238357544,54893.07020515262,15.666666666666666,5.688815434773763
Tesla P100-PCIE-12GB,12194MB,4,256,1,1.3265008802622393,0.6743724385245902,0.6371295281988538,0.8269096703515586,3.4227867126464844,54748.371935541756,13.75,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,2,0.5094612086079812,0.8591401980874317,0.4554572787706079,0.8704312319490091,2.5156009197235107,74491.94287168421,15.5,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,3,0.39595883596138876,0.8866120218579235,0.3870106017004267,0.8924409919330744,2.329850912094116,80430.89754252488,16.75,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,4,0.3362364052423363,0.901063012295082,0.34959595839277513,0.8996115924708694,2.7705681324005127,67636.66910354495,16.25,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,5,0.3026794540426119,0.9107539275956285,0.3286469361747882,0.905786276267304,2.3039793968200684,81334.06065116587,15.5,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,6,0.28227323432112,0.9154499658469946,0.29867187962744796,0.917239318792949,2.3081510066986084,81187.06248254974,16.5,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,7,0.26368119579846744,0.9197617827868853,0.3059419952128919,0.9105666766258341,2.3134303092956543,81001.79168874695,15.25,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,8,0.2505029187502105,0.9229849726775956,0.28833518534551494,0.9154466686585001,2.5958971977233887,72187.75849996813,15.5,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,9,0.23626536562468836,0.9262295081967213,0.27235156005032685,0.9249078777014241,2.319880962371826,80776.55838358708,16.25,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,10,0.2289095367075967,0.9287909836065574,0.2658644863368624,0.9270988945324171,2.334883213043213,80257.54733820677,15.25,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,11,0.2217176713741542,0.9302851775956285,0.25387363451468187,0.9275968529030973,2.8351387977600098,66096.23491733629,14.5,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,4,256,12,0.2141092174121591,0.9324837773224044,0.2532219598046599,0.9270988945324171,2.604902744293213,71938.1943953708,16.0,5.7362871170043945
Tesla P100-PCIE-12GB,12194MB,1,512,1,1.002992418401412,0.7460923950456532,0.4848641046916402,0.8603973707798028,8.782789468765259,21336.159846075036,15.0,9.1339111328125
Tesla P100-PCIE-12GB,12194MB,1,512,2,0.4067173170260992,0.8816698774220747,0.3682972545192104,0.8961507817946419,8.51242470741272,22013.821730113832,16.0,9.1339111328125
Tesla P100-PCIE-12GB,12194MB,1,512,3,0.3246357371237284,0.9034425345934437,0.3201043817427348,0.905736480430236,8.555689334869385,21902.501676431057,16.0,9.1339111328125
Tesla P100-PCIE-12GB,12194MB,1,512,4,0.2876794727917555,0.9131761930935851,0.2935642906957242,0.9142764664874017,8.412678956985474,22274.830759397963,16.0,9.1339111328125
Tesla P100-PCIE-12GB,12194MB,1,512,5,0.26380632217169353,0.9192170381715237,0.2828301478222943,0.9148740165322179,8.528217315673828,21973.056391937633,16.0,9.1339111328125
Tesla P100-PCIE-12GB,12194MB,1,512,6,0.24594862956678482,0.9241799232620563,0.2679961125768284,0.9218454337217409,8.534863233566284,21955.94643661312,16.0,9.1339111328125
Tesla P100-PCIE-12GB,12194MB,1,512,7,0.229964422177352,0.9284437352914494,0.27839995574136733,0.9138283039537894,8.410170316696167,22281.475040759255,16.0,9.1339111328125
